location,lang,retweet_count,conversation_id_str,image_url,tweet_url,favorite_count,user_id_str,created_at,full_text,reply_count,username,in_reply_to_screen_name,quote_count,id_str,text_casefold,text_clean,tokens,tokens_stem,text_stemmed,emoji_drop_from_raw,emoji_map_from_raw
,in,0,1607527564641439744,,https://x.com/undefined/status/1607588830529585153,0,359810843,Tue Dec 27 04:06:59 +0000 2022,@KAI121 Hallo @KAI121 kenapaa app KAIaccess tidak bisa digunakan yaa?,1,,KAI121,0,1607588830529585153,@kai121 hallo @kai121 kenapaa app kaiaccess tidak bisa digunakan yaa?,hallo kenapaa app kaiaccess tidak bisa digunakan yaa,"['hallo', 'kenapaa', 'app', 'kaiaccess', 'tidak', 'bisa', 'digunakan', 'yaa']","['hallo', 'kenapaa', 'app', 'kaiaccess', 'tidak', 'bisa', 'guna', 'yaa']",hallo kenapaa app kaiaccess tidak bisa guna yaa,@KAI121 Hallo @KAI121 kenapaa app KAIaccess tidak bisa digunakan yaa?,@KAI121 Hallo @KAI121 kenapaa app KAIaccess tidak bisa digunakan yaa?
,in,0,1607510881843425281,,https://x.com/undefined/status/1607510881843425281,0,1225682846276210690,Mon Dec 26 22:57:14 +0000 2022,Min min @KAI121 apalikasi kaiaccess error ya? Please benerin butuh bgt right now! :),1,,,0,1607510881843425281,min min @kai121 apalikasi kaiaccess error ya? please benerin butuh bgt right now! :),min min apalikasi kaiaccess error ya please benerin butuh bgt right now,"['min', 'min', 'apalikasi', 'kaiaccess', 'error', 'ya', 'please', 'benerin', 'butuh', 'bgt', 'right', 'now']","['min', 'min', 'apalikasi', 'kaiaccess', 'error', 'ya', 'please', 'benerin', 'butuh', 'bgt', 'right', 'now']",min min apalikasi kaiaccess error ya please benerin butuh bgt right now,Min min @KAI121 apalikasi kaiaccess error ya? Please benerin butuh bgt right now! :),Min min @KAI121 apalikasi kaiaccess error ya? Please benerin butuh bgt right now! :)
,in,0,1607483226922307586,,https://x.com/undefined/status/1607483226922307586,0,83077302,Mon Dec 26 21:07:21 +0000 2022,Min server KAIaccess bermasalah ya @KAI121 @CommuterLine mau pesen tiket lokal dari tadi ga bisa-bisa. Server sedang bekerja keras katanya ,2,,,0,1607483226922307586,min server kaiaccess bermasalah ya @kai121 @commuterline mau pesen tiket lokal dari tadi ga bisa-bisa. server sedang bekerja keras katanya ,min server kaiaccess bermasalah ya mau pesen tiket lokal dari tadi ga bisa bisa server sedang bekerja keras katanya,"['min', 'server', 'kaiaccess', 'bermasalah', 'ya', 'mau', 'pesen', 'tiket', 'lokal', 'dari', 'tadi', 'ga', 'bisa', 'bisa', 'server', 'sedang', 'bekerja', 'keras', 'katanya']","['min', 'server', 'kaiaccess', 'masalah', 'ya', 'mau', 'sen', 'tiket', 'lokal', 'dari', 'tadi', 'ga', 'bisa', 'bisa', 'server', 'sedang', 'kerja', 'keras', 'kata']",min server kaiaccess masalah ya mau sen tiket lokal dari tadi ga bisa bisa server sedang kerja keras kata,Min server KAIaccess bermasalah ya @KAI121 @CommuterLine mau pesen tiket lokal dari tadi ga bisa-bisa. Server sedang bekerja keras katanya ,Min server KAIaccess bermasalah ya @KAI121 @CommuterLine mau pesen tiket lokal dari tadi ga bisa-bisa. Server sedang bekerja keras katanya 
,in,2,1607271676445876224,,https://x.com/undefined/status/1607271726261604352,14,188367402,Mon Dec 26 07:06:55 +0000 2022,**note: kurang²in gimmick kereta panoramic dan kereta wisata fafifu wasweswos yg ngendorse pake seleb. @KAI121 @KemenBUMN @kemenhub151 @erickthohir #KeretaPanoramics #TiketKeretaMahal #KAIAccess,3,,ftmfauzi,0,1607271726261604352,**note: kurang²in gimmick kereta panoramic dan kereta wisata fafifu wasweswos yg ngendorse pake seleb. @kai121 @kemenbumn @kemenhub151 @erickthohir #keretapanoramics #tiketkeretamahal #kaiaccess,note kurang²in gimmick kereta panoramic dan kereta wisata fafifu wasweswos yg ngendorse pake seleb keretapanoramics tiketkeretamahal kaiaccess,"['note', 'kurang²in', 'gimmick', 'kereta', 'panoramic', 'dan', 'kereta', 'wisata', 'fafifu', 'wasweswos', 'yg', 'ngendorse', 'pake', 'seleb', 'keretapanoramics', 'tiketkeretamahal', 'kaiaccess']","['note', 'kurang in', 'gimmick', 'kereta', 'panoramic', 'dan', 'kereta', 'wisata', 'fafifu', 'wasweswos', 'yg', 'ngendorse', 'pake', 'seleb', 'keretapanoramics', 'tiketkeretamahal', 'kaiaccess']",note kurang in gimmick kereta panoramic dan kereta wisata fafifu wasweswos yg ngendorse pake seleb keretapanoramics tiketkeretamahal kaiaccess,**note: kurang²in gimmick kereta panoramic dan kereta wisata fafifu wasweswos yg ngendorse pake seleb. @KAI121 @KemenBUMN @kemenhub151 @erickthohir #KeretaPanoramics #TiketKeretaMahal #KAIAccess,**note: kurang²in gimmick kereta panoramic dan kereta wisata fafifu wasweswos yg ngendorse pake seleb. @KAI121 @KemenBUMN @kemenhub151 @erickthohir #KeretaPanoramics #TiketKeretaMahal #KAIAccess
,in,0,1607140087795683330,,https://x.com/undefined/status/1607140405602320384,0,822707634562154496,Sun Dec 25 22:25:06 +0000 2022,@undipmenfess Klo udh bisa beli lewat KAIaccess berarti udh valid vaksinnya. Skrg semua data sudah sync lewat NIK kamu,0,,undipmenfess,0,1607140405602320384,@undipmenfess klo udh bisa beli lewat kaiaccess berarti udh valid vaksinnya. skrg semua data sudah sync lewat nik kamu,klo udh bisa beli lewat kaiaccess berarti udh valid vaksinnya skrg semua data sudah sync lewat nik kamu,"['klo', 'udh', 'bisa', 'beli', 'lewat', 'kaiaccess', 'berarti', 'udh', 'valid', 'vaksinnya', 'skrg', 'semua', 'data', 'sudah', 'sync', 'lewat', 'nik', 'kamu']","['klo', 'udh', 'bisa', 'beli', 'lewat', 'kaiaccess', 'arti', 'udh', 'valid', 'vaksin', 'skrg', 'semua', 'data', 'sudah', 'sync', 'lewat', 'nik', 'kamu']",klo udh bisa beli lewat kaiaccess arti udh valid vaksin skrg semua data sudah sync lewat nik kamu,@undipmenfess Klo udh bisa beli lewat KAIaccess berarti udh valid vaksinnya. Skrg semua data sudah sync lewat NIK kamu,@undipmenfess Klo udh bisa beli lewat KAIaccess berarti udh valid vaksinnya. Skrg semua data sudah sync lewat NIK kamu
,in,0,1606721995961683968,,https://x.com/undefined/status/1606721995961683968,0,906453003640520704,Sat Dec 24 18:42:29 +0000 2022,Min @KAI121 cara hapus booking pemesanan tiket a.n. orang lain di KAIAccess gimana ya biar kode booking bisa d tambah ke akun KAIAccess penumpang?,1,,,0,1606721995961683968,min @kai121 cara hapus booking pemesanan tiket a.n. orang lain di kaiaccess gimana ya biar kode booking bisa d tambah ke akun kaiaccess penumpang?,min cara hapus booking pemesanan tiket a n orang lain di kaiaccess gimana ya biar kode booking bisa d tambah ke akun kaiaccess penumpang,"['min', 'cara', 'hapus', 'booking', 'pemesanan', 'tiket', 'a', 'n', 'orang', 'lain', 'di', 'kaiaccess', 'gimana', 'ya', 'biar', 'kode', 'booking', 'bisa', 'd', 'tambah', 'ke', 'akun', 'kaiaccess', 'penumpang']","['min', 'cara', 'hapus', 'booking', 'mesan', 'tiket', 'a', 'n', 'orang', 'lain', 'di', 'kaiaccess', 'gimana', 'ya', 'biar', 'kode', 'booking', 'bisa', 'd', 'tambah', 'ke', 'akun', 'kaiaccess', 'tumpang']",min cara hapus booking mesan tiket a n orang lain di kaiaccess gimana ya biar kode booking bisa d tambah ke akun kaiaccess tumpang,Min @KAI121 cara hapus booking pemesanan tiket a.n. orang lain di KAIAccess gimana ya biar kode booking bisa d tambah ke akun KAIAccess penumpang?,Min @KAI121 cara hapus booking pemesanan tiket a.n. orang lain di KAIAccess gimana ya biar kode booking bisa d tambah ke akun KAIAccess penumpang?
,in,0,1606434945018531841,,https://x.com/undefined/status/1606436098590347264,0,262085343,Fri Dec 23 23:46:26 +0000 2022,Biasanya pesen tiket via kaiaccess biar gausah cetak boarding pass tp krn bbrp mgg kmrn ada drama nomor keblokir jd gbs pesen dan akhirnya pesan di merchant lain. Gpp sih cuma ya itu jd harus cetak boarding pass dulu ,1,,badutoren,0,1606436098590347264,biasanya pesen tiket via kaiaccess biar gausah cetak boarding pass tp krn bbrp mgg kmrn ada drama nomor keblokir jd gbs pesen dan akhirnya pesan di merchant lain. gpp sih cuma ya itu jd harus cetak boarding pass dulu ,biasanya pesen tiket via kaiaccess biar gausah cetak boarding pass tp krn bbrp mgg kmrn ada drama nomor keblokir jd gbs pesen dan akhirnya pesan di merchant lain gpp sih cuma ya itu jd harus cetak boarding pass dulu,"['biasanya', 'pesen', 'tiket', 'via', 'kaiaccess', 'biar', 'gausah', 'cetak', 'boarding', 'pass', 'tp', 'krn', 'bbrp', 'mgg', 'kmrn', 'ada', 'drama', 'nomor', 'keblokir', 'jd', 'gbs', 'pesen', 'dan', 'akhirnya', 'pesan', 'di', 'merchant', 'lain', 'gpp', 'sih', 'cuma', 'ya', 'itu', 'jd', 'harus', 'cetak', 'boarding', 'pass', 'dulu']","['biasa', 'sen', 'tiket', 'via', 'kaiaccess', 'biar', 'gausah', 'cetak', 'boarding', 'pass', 'tp', 'krn', 'bbrp', 'mgg', 'kmrn', 'ada', 'drama', 'nomor', 'blokir', 'jd', 'gbs', 'sen', 'dan', 'akhir', 'pesan', 'di', 'merchant', 'lain', 'gpp', 'sih', 'cuma', 'ya', 'itu', 'jd', 'harus', 'cetak', 'boarding', 'pass', 'dulu']",biasa sen tiket via kaiaccess biar gausah cetak boarding pass tp krn bbrp mgg kmrn ada drama nomor blokir jd gbs sen dan akhir pesan di merchant lain gpp sih cuma ya itu jd harus cetak boarding pass dulu,Biasanya pesen tiket via kaiaccess biar gausah cetak boarding pass tp krn bbrp mgg kmrn ada drama nomor keblokir jd gbs pesen dan akhirnya pesan di merchant lain. Gpp sih cuma ya itu jd harus cetak boarding pass dulu ,Biasanya pesen tiket via kaiaccess biar gausah cetak boarding pass tp krn bbrp mgg kmrn ada drama nomor keblokir jd gbs pesen dan akhirnya pesan di merchant lain. Gpp sih cuma ya itu jd harus cetak boarding pass dulu 
,in,0,1606061695025270803,,https://x.com/undefined/status/1606061695025270803,0,291519931,Thu Dec 22 22:58:41 +0000 2022,@KAI121 min saya cek KAIaccess kereta baturraden ekspress kok tidak bisa dipesan di tgl 2 januari ya? Padahal pengumumannya tersedia dari 22 desember 2022 - 8 januari 2023,1,,KAI121,0,1606061695025270803,@kai121 min saya cek kaiaccess kereta baturraden ekspress kok tidak bisa dipesan di tgl 2 januari ya? padahal pengumumannya tersedia dari 22 desember 2022 - 8 januari 2023,min saya cek kaiaccess kereta baturraden ekspress kok tidak bisa dipesan di tgl 2 januari ya padahal pengumumannya tersedia dari 22 desember 2022 8 januari 2023,"['min', 'saya', 'cek', 'kaiaccess', 'kereta', 'baturraden', 'ekspress', 'kok', 'tidak', 'bisa', 'dipesan', 'di', 'tgl', '2', 'januari', 'ya', 'padahal', 'pengumumannya', 'tersedia', 'dari', '22', 'desember', '2022', '8', 'januari', '2023']","['min', 'saya', 'cek', 'kaiaccess', 'kereta', 'baturraden', 'ekspress', 'kok', 'tidak', 'bisa', 'pes', 'di', 'tgl', '2', 'januari', 'ya', 'padahal', 'umum', 'sedia', 'dari', '22', 'desember', '2022', '8', 'januari', '2023']",min saya cek kaiaccess kereta baturraden ekspress kok tidak bisa pes di tgl 2 januari ya padahal umum sedia dari 22 desember 2022 8 januari 2023,@KAI121 min saya cek KAIaccess kereta baturraden ekspress kok tidak bisa dipesan di tgl 2 januari ya? Padahal pengumumannya tersedia dari 22 desember 2022 - 8 januari 2023,@KAI121 min saya cek KAIaccess kereta baturraden ekspress kok tidak bisa dipesan di tgl 2 januari ya? Padahal pengumumannya tersedia dari 22 desember 2022 - 8 januari 2023
,in,0,1605438833230651397,,https://x.com/undefined/status/1605438833230651397,0,1280067141220196352,Wed Dec 21 05:43:40 +0000 2022,kode ini suka gk pasti si yg jelas kalo pesen di Kaiaccess pas mau pesen itu ada keterangan EKO-1 (ekonomi biasa gerbong 1) atau PRE-1 (ekonomi premium gerbong 1) biar next gk salah kereta. tapi memang menyayangkan dengan fasilitas yg jelas ekonomi biasa ini dihargai 400k:'),0,,,0,1605438833230651397,kode ini suka gk pasti si yg jelas kalo pesen di kaiaccess pas mau pesen itu ada keterangan eko-1 (ekonomi biasa gerbong 1) atau pre-1 (ekonomi premium gerbong 1) biar next gk salah kereta. tapi memang menyayangkan dengan fasilitas yg jelas ekonomi biasa ini dihargai 400k:'),kode ini suka gk pasti si yg jelas kalo pesen di kaiaccess pas mau pesen itu ada keterangan eko 1 ekonomi biasa gerbong 1 atau pre 1 ekonomi premium gerbong 1 biar next gk salah kereta tapi memang menyayangkan dengan fasilitas yg jelas ekonomi biasa ini dihargai 400k,"['kode', 'ini', 'suka', 'gk', 'pasti', 'si', 'yg', 'jelas', 'kalo', 'pesen', 'di', 'kaiaccess', 'pas', 'mau', 'pesen', 'itu', 'ada', 'keterangan', 'eko', '1', 'ekonomi', 'biasa', 'gerbong', '1', 'atau', 'pre', '1', 'ekonomi', 'premium', 'gerbong', '1', 'biar', 'next', 'gk', 'salah', 'kereta', 'tapi', 'memang', 'menyayangkan', 'dengan', 'fasilitas', 'yg', 'jelas', 'ekonomi', 'biasa', 'ini', 'dihargai', '400k']","['kode', 'ini', 'suka', 'gk', 'pasti', 'si', 'yg', 'jelas', 'kalo', 'sen', 'di', 'kaiaccess', 'pas', 'mau', 'sen', 'itu', 'ada', 'terang', 'eko', '1', 'ekonomi', 'biasa', 'gerbong', '1', 'atau', 'pre', '1', 'ekonomi', 'premium', 'gerbong', '1', 'biar', 'next', 'gk', 'salah', 'kereta', 'tapi', 'memang', 'sayang', 'dengan', 'fasilitas', 'yg', 'jelas', 'ekonomi', 'biasa', 'ini', 'harga', '400k']",kode ini suka gk pasti si yg jelas kalo sen di kaiaccess pas mau sen itu ada terang eko 1 ekonomi biasa gerbong 1 atau pre 1 ekonomi premium gerbong 1 biar next gk salah kereta tapi memang sayang dengan fasilitas yg jelas ekonomi biasa ini harga 400k,kode ini suka gk pasti si yg jelas kalo pesen di Kaiaccess pas mau pesen itu ada keterangan EKO-1 (ekonomi biasa gerbong 1) atau PRE-1 (ekonomi premium gerbong 1) biar next gk salah kereta. tapi memang menyayangkan dengan fasilitas yg jelas ekonomi biasa ini dihargai 400k:'),kode ini suka gk pasti si yg jelas kalo pesen di Kaiaccess pas mau pesen itu ada keterangan EKO-1 (ekonomi biasa gerbong 1) atau PRE-1 (ekonomi premium gerbong 1) biar next gk salah kereta. tapi memang menyayangkan dengan fasilitas yg jelas ekonomi biasa ini dihargai 400k:')
,in,0,1604494208282546176,,https://x.com/undefined/status/1604693656971411456,0,1336127263201320961,Mon Dec 19 04:22:36 +0000 2022,@MenfessUnej Sering2 cek nder pake app KAIaccess.. biasane ada yg batalin malem nanti atau besok.. saranku nek ketemu 1 lgsung gercep pesen ga usah milih2 kursi langsung neng pembayaran pokok,0,,MenfessUnej,0,1604693656971411456,@menfessunej sering2 cek nder pake app kaiaccess.. biasane ada yg batalin malem nanti atau besok.. saranku nek ketemu 1 lgsung gercep pesen ga usah milih2 kursi langsung neng pembayaran pokok,sering2 cek nder pake app kaiaccess biasane ada yg batalin malem nanti atau besok saranku nek ketemu 1 lgsung gercep pesen ga usah milih2 kursi langsung neng pembayaran pokok,"['sering2', 'cek', 'nder', 'pake', 'app', 'kaiaccess', 'biasane', 'ada', 'yg', 'batalin', 'malem', 'nanti', 'atau', 'besok', 'saranku', 'nek', 'ketemu', '1', 'lgsung', 'gercep', 'pesen', 'ga', 'usah', 'milih2', 'kursi', 'langsung', 'neng', 'pembayaran', 'pokok']","['sering2', 'cek', 'nder', 'pake', 'app', 'kaiaccess', 'biasane', 'ada', 'yg', 'batalin', 'malem', 'nanti', 'atau', 'besok', 'saran', 'nek', 'ketemu', '1', 'lgsung', 'gercep', 'sen', 'ga', 'usah', 'milih2', 'kursi', 'langsung', 'neng', 'bayar', 'pokok']",sering2 cek nder pake app kaiaccess biasane ada yg batalin malem nanti atau besok saran nek ketemu 1 lgsung gercep sen ga usah milih2 kursi langsung neng bayar pokok,@MenfessUnej Sering2 cek nder pake app KAIaccess.. biasane ada yg batalin malem nanti atau besok.. saranku nek ketemu 1 lgsung gercep pesen ga usah milih2 kursi langsung neng pembayaran pokok,@MenfessUnej Sering2 cek nder pake app KAIaccess.. biasane ada yg batalin malem nanti atau besok.. saranku nek ketemu 1 lgsung gercep pesen ga usah milih2 kursi langsung neng pembayaran pokok
,in,0,1604284488070008833,,https://x.com/undefined/status/1604342468983410688,0,1339513659375042561,Sun Dec 18 05:07:06 +0000 2022,@jogmfs Cek kaiaccess nder kemaren liat dari jkt ke jogja sisa yang 400an,0,,jogmfs,0,1604342468983410688,@jogmfs cek kaiaccess nder kemaren liat dari jkt ke jogja sisa yang 400an,cek kaiaccess nder kemaren liat dari jkt ke jogja sisa yang 400an,"['cek', 'kaiaccess', 'nder', 'kemaren', 'liat', 'dari', 'jkt', 'ke', 'jogja', 'sisa', 'yang', '400an']","['cek', 'kaiaccess', 'nder', 'kemaren', 'liat', 'dari', 'jkt', 'ke', 'jogja', 'sisa', 'yang', '400an']",cek kaiaccess nder kemaren liat dari jkt ke jogja sisa yang 400an,@jogmfs Cek kaiaccess nder kemaren liat dari jkt ke jogja sisa yang 400an,@jogmfs Cek kaiaccess nder kemaren liat dari jkt ke jogja sisa yang 400an
,in,0,1601768847300001793,,https://x.com/undefined/status/1602219522882424832,0,1519685530388406275,Mon Dec 12 08:31:16 +0000 2022,@KAI121 Halo ini aplikasi kaiaccess sedang tidak bisa digunakan ya?,0,,KAI121,0,1602219522882424832,@kai121 halo ini aplikasi kaiaccess sedang tidak bisa digunakan ya?,halo ini aplikasi kaiaccess sedang tidak bisa digunakan ya,"['halo', 'ini', 'aplikasi', 'kaiaccess', 'sedang', 'tidak', 'bisa', 'digunakan', 'ya']","['halo', 'ini', 'aplikasi', 'kaiaccess', 'sedang', 'tidak', 'bisa', 'guna', 'ya']",halo ini aplikasi kaiaccess sedang tidak bisa guna ya,@KAI121 Halo ini aplikasi kaiaccess sedang tidak bisa digunakan ya?,@KAI121 Halo ini aplikasi kaiaccess sedang tidak bisa digunakan ya?
,in,0,1602215284190113792,,https://x.com/undefined/status/1602215284190113792,1,1215659753147228160,Mon Dec 12 08:14:26 +0000 2022,Pesennya sih masih jam 11.45 dan nggk sadar kalo ada promo KAI Pas mau bayar sampe waktunya habis pun di jam 12.51 masih gabisa bayar Padahal nggk ikut war tiket cuma mau bayar doang lewat mbanking gabisa @KAI121 @keretaapikita #KAIAccess #KAIAccessDown,0,,,0,1602215284190113792,pesennya sih masih jam 11.45 dan nggk sadar kalo ada promo kai pas mau bayar sampe waktunya habis pun di jam 12.51 masih gabisa bayar padahal nggk ikut war tiket cuma mau bayar doang lewat mbanking gabisa @kai121 @keretaapikita #kaiaccess #kaiaccessdown,pesennya sih masih jam 11 45 dan nggk sadar kalo ada promo kai pas mau bayar sampe waktunya habis pun di jam 12 51 masih gabisa bayar padahal nggk ikut war tiket cuma mau bayar doang lewat mbanking gabisa kaiaccess kaiaccessdown,"['pesennya', 'sih', 'masih', 'jam', '11', '45', 'dan', 'nggk', 'sadar', 'kalo', 'ada', 'promo', 'kai', 'pas', 'mau', 'bayar', 'sampe', 'waktunya', 'habis', 'pun', 'di', 'jam', '12', '51', 'masih', 'gabisa', 'bayar', 'padahal', 'nggk', 'ikut', 'war', 'tiket', 'cuma', 'mau', 'bayar', 'doang', 'lewat', 'mbanking', 'gabisa', 'kaiaccess', 'kaiaccessdown']","['sen', 'sih', 'masih', 'jam', '11', '45', 'dan', 'nggk', 'sadar', 'kalo', 'ada', 'promo', 'kai', 'pas', 'mau', 'bayar', 'sampe', 'waktu', 'habis', 'pun', 'di', 'jam', '12', '51', 'masih', 'gabisa', 'bayar', 'padahal', 'nggk', 'ikut', 'war', 'tiket', 'cuma', 'mau', 'bayar', 'doang', 'lewat', 'mbanking', 'gabisa', 'kaiaccess', 'kaiaccessdown']",sen sih masih jam 11 45 dan nggk sadar kalo ada promo kai pas mau bayar sampe waktu habis pun di jam 12 51 masih gabisa bayar padahal nggk ikut war tiket cuma mau bayar doang lewat mbanking gabisa kaiaccess kaiaccessdown,Pesennya sih masih jam 11.45 dan nggk sadar kalo ada promo KAI Pas mau bayar sampe waktunya habis pun di jam 12.51 masih gabisa bayar Padahal nggk ikut war tiket cuma mau bayar doang lewat mbanking gabisa @KAI121 @keretaapikita #KAIAccess #KAIAccessDown,Pesennya sih masih jam 11.45 dan nggk sadar kalo ada promo KAI Pas mau bayar sampe waktunya habis pun di jam 12.51 masih gabisa bayar Padahal nggk ikut war tiket cuma mau bayar doang lewat mbanking gabisa @KAI121 @keretaapikita #KAIAccess #KAIAccessDown
,in,0,1602195542385520640,https://pbs.twimg.com/media/FjwkWXsakAI_T1y.jpg,https://x.com/undefined/status/1602195542385520640,2,1281585105698357248,Mon Dec 12 06:55:59 +0000 2022,Tolong dong ini gimana.bokap lagi ada tugas dadakan n gabisa balik gimana ini #KAIAccess @KAI121 https://t.co/HYwUDf7NcZ,2,,,0,1602195542385520640,tolong dong ini gimana.bokap lagi ada tugas dadakan n gabisa balik gimana ini #kaiaccess @kai121 https://t.co/hywudf7ncz,tolong dong ini gimana bokap lagi ada tugas dadakan n gabisa balik gimana ini kaiaccess,"['tolong', 'dong', 'ini', 'gimana', 'bokap', 'lagi', 'ada', 'tugas', 'dadakan', 'n', 'gabisa', 'balik', 'gimana', 'ini', 'kaiaccess']","['tolong', 'dong', 'ini', 'gimana', 'bokap', 'lagi', 'ada', 'tugas', 'dada', 'n', 'gabisa', 'balik', 'gimana', 'ini', 'kaiaccess']",tolong dong ini gimana bokap lagi ada tugas dada n gabisa balik gimana ini kaiaccess,Tolong dong ini gimana.bokap lagi ada tugas dadakan n gabisa balik gimana ini #KAIAccess @KAI121 https://t.co/HYwUDf7NcZ,Tolong dong ini gimana.bokap lagi ada tugas dadakan n gabisa balik gimana ini #KAIAccess @KAI121 https://t.co/HYwUDf7NcZ
,in,0,1602189186114560001,,https://x.com/undefined/status/1602189186114560001,1,3007675446,Mon Dec 12 06:30:43 +0000 2022,Gak ada Niatan perbaikin Aplikasi KKAI ACCESS Min? @KAI121 #KAIAccess,1,,,0,1602189186114560001,gak ada niatan perbaikin aplikasi kkai access min? @kai121 #kaiaccess,gak ada niatan perbaikin aplikasi kkai access min kaiaccess,"['gak', 'ada', 'niatan', 'perbaikin', 'aplikasi', 'kkai', 'access', 'min', 'kaiaccess']","['gak', 'ada', 'niat', 'perbaikin', 'aplikasi', 'kkai', 'access', 'min', 'kaiaccess']",gak ada niat perbaikin aplikasi kkai access min kaiaccess,Gak ada Niatan perbaikin Aplikasi KKAI ACCESS Min? @KAI121 #KAIAccess,Gak ada Niatan perbaikin Aplikasi KKAI ACCESS Min? @KAI121 #KAIAccess
,in,0,1602181132908261377,https://pbs.twimg.com/media/FjwXPzXUoAA3jBm.jpg,https://x.com/undefined/status/1602181132908261377,0,511228912,Mon Dec 12 05:58:43 +0000 2022,BM pingin ke-keretaan tapi apa daya kalau pergi nya sendirian gak bs menikmati nikmatnya popmie berdua aishhh. #KAIAccess https://t.co/D9lZ6Q6Ba9,0,,,0,1602181132908261377,bm pingin ke-keretaan tapi apa daya kalau pergi nya sendirian gak bs menikmati nikmatnya popmie berdua aishhh. #kaiaccess https://t.co/d9lz6q6ba9,bm pingin ke keretaan tapi apa daya kalau pergi nya sendirian gak bs menikmati nikmatnya popmie berdua aishhh kaiaccess,"['bm', 'pingin', 'ke', 'keretaan', 'tapi', 'apa', 'daya', 'kalau', 'pergi', 'nya', 'sendirian', 'gak', 'bs', 'menikmati', 'nikmatnya', 'popmie', 'berdua', 'aishhh', 'kaiaccess']","['bm', 'pingin', 'ke', 'kereta', 'tapi', 'apa', 'daya', 'kalau', 'pergi', 'nya', 'sendiri', 'gak', 'bs', 'nikmat', 'nikmat', 'popmie', 'dua', 'aishhh', 'kaiaccess']",bm pingin ke kereta tapi apa daya kalau pergi nya sendiri gak bs nikmat nikmat popmie dua aishhh kaiaccess,BM pingin ke-keretaan tapi apa daya kalau pergi nya sendirian gak bs menikmati nikmatnya popmie berdua aishhh. #KAIAccess https://t.co/D9lZ6Q6Ba9,BM pingin ke-keretaan tapi apa daya kalau pergi nya sendirian gak bs menikmati nikmatnya popmie berdua aishhh. #KAIAccess https://t.co/D9lZ6Q6Ba9
,in,0,1601998542482309121,https://pbs.twimg.com/media/FjtxLoyaUAAfe8k.jpg,https://x.com/undefined/status/1601998542482309121,0,1545050805601898498,Sun Dec 11 17:53:10 +0000 2022,Minnn ini aku udah kepotong tp kenapa msh belom bisaaaaa sih trs di app belom ditulis udh bs bayar jg @KAIAccess https://t.co/mu3kIqnzW5,0,,,0,1601998542482309121,minnn ini aku udah kepotong tp kenapa msh belom bisaaaaa sih trs di app belom ditulis udh bs bayar jg @kaiaccess https://t.co/mu3kiqnzw5,minnn ini aku udah kepotong tp kenapa msh belom bisaaaaa sih trs di app belom ditulis udh bs bayar jg,"['minnn', 'ini', 'aku', 'udah', 'kepotong', 'tp', 'kenapa', 'msh', 'belom', 'bisaaaaa', 'sih', 'trs', 'di', 'app', 'belom', 'ditulis', 'udh', 'bs', 'bayar', 'jg']","['minnn', 'ini', 'aku', 'udah', 'potong', 'tp', 'kenapa', 'msh', 'bom', 'bisaaaaa', 'sih', 'trs', 'di', 'app', 'bom', 'tulis', 'udh', 'bs', 'bayar', 'jg']",minnn ini aku udah potong tp kenapa msh bom bisaaaaa sih trs di app bom tulis udh bs bayar jg,Minnn ini aku udah kepotong tp kenapa msh belom bisaaaaa sih trs di app belom ditulis udh bs bayar jg @KAIAccess https://t.co/mu3kIqnzW5,Minnn ini aku udah kepotong tp kenapa msh belom bisaaaaa sih trs di app belom ditulis udh bs bayar jg @KAIAccess https://t.co/mu3kIqnzW5
,in,0,1601992931254337536,,https://x.com/undefined/status/1601992931254337536,0,1091336811371089920,Sun Dec 11 17:30:53 +0000 2022,Mohon diperbaiki dong sistem software aplikasi #KAIAccess masuk aplikasi langsung down internetnya. Mohon tanggapannya. Gimana mau ikut flashsale:) @KAI121 @KemenBUMN,0,,,0,1601992931254337536,mohon diperbaiki dong sistem software aplikasi #kaiaccess masuk aplikasi langsung down internetnya. mohon tanggapannya. gimana mau ikut flashsale:) @kai121 @kemenbumn,mohon diperbaiki dong sistem software aplikasi kaiaccess masuk aplikasi langsung down internetnya mohon tanggapannya gimana mau ikut flashsale,"['mohon', 'diperbaiki', 'dong', 'sistem', 'software', 'aplikasi', 'kaiaccess', 'masuk', 'aplikasi', 'langsung', 'down', 'internetnya', 'mohon', 'tanggapannya', 'gimana', 'mau', 'ikut', 'flashsale']","['mohon', 'baik', 'dong', 'sistem', 'software', 'aplikasi', 'kaiaccess', 'masuk', 'aplikasi', 'langsung', 'down', 'internetnya', 'mohon', 'tanggap', 'gimana', 'mau', 'ikut', 'flashsale']",mohon baik dong sistem software aplikasi kaiaccess masuk aplikasi langsung down internetnya mohon tanggap gimana mau ikut flashsale,Mohon diperbaiki dong sistem software aplikasi #KAIAccess masuk aplikasi langsung down internetnya. Mohon tanggapannya. Gimana mau ikut flashsale:) @KAI121 @KemenBUMN,Mohon diperbaiki dong sistem software aplikasi #KAIAccess masuk aplikasi langsung down internetnya. Mohon tanggapannya. Gimana mau ikut flashsale:) @KAI121 @KemenBUMN
